latitude,longitude,lumens,AGGR
12.9849884,80.2132279,10,1041.567834
12.9849875,80.2132398,10,1041.567916
12.9849824,80.2132387,10,1041.567493
12.9849817,80.2132377,10,1041.567424
12.9849816,80.2132373,12,1041.56741
12.9849816,80.2132371,12,1041.567408
12.9849781,80.213237,12,1041.567126
12.9849718,80.213236,12,1041.566607
12.9849714,80.2132351,12,1041.566564
12.9849718,80.2132349,12,1041.566593
12.9849722,80.2132346,12,1041.566621
12.9849723,80.2132344,12,1041.566627
12.9849699,80.2132334,12,1041.566421
12.9849655,80.213234,12,1041.566076
12.9849691,80.2132321,12,1041.56634
12.9849704,80.2132251,12,1041.566354
12.9849678,80.2132222,12,1041.566107
12.984968,80.2132187,12,1041.566078
12.9849681,80.2132153,12,1041.566042
12.9849676,80.2132124,12,1041.565964
12.9849654,80.213212,12,1041.565782
12.9849621,80.2132118,12,1041.565515
12.984962,80.2132118,12,1041.565507
12.9849619,80.2132117,12,1041.565498
12.9849576,80.2132086,12,1041.565113
12.9849552,80.2132029,12,1041.564846
12.9849526,80.213192,12,1041.564496
12.9849525,80.2131861,12,1041.564411
12.9849502,80.2131801,12,1041.564149
12.9849483,80.213179,12,1041.563982
12.9849477,80.2131784,12,1041.563926
12.9849474,80.2131783,12,1041.563901
12.9849472,80.2131782,12,1041.563884
12.9849474,80.2131758,12,1041.563869
12.9849448,80.2131704,12,1041.56359
12.984942,80.2131691,12,1041.563348
12.9849409,80.213172,12,1041.563298
12.9849392,80.2131768,12,1041.563224
12.9849354,80.2131801,12,1041.562962
12.984932,80.2131826,12,1041.562722
12.9849293,80.2131859,12,1041.562548
12.9849296,80.2131848,12,1041.562558
12.9849333,80.2131829,12,1041.56283
12.9849341,80.2131821,12,1041.562884
12.9849287,80.2131819,11,1041.562448
12.9849234,80.2131879,11,1041.562101
12.9849206,80.213191,11,1041.561916
12.9849213,80.2131835,11,1041.561875
12.9849196,80.2131749,11,1041.561627
12.9849195,80.2131696,11,1041.56155
12.9849169,80.2131641,9,1041.56127
12.9849119,80.2131655,9,1041.560887
12.9849053,80.2131704,9,1041.560421
12.9848899,80.2131773,9,1041.559276
12.9848856,80.2131781,9,1041.558941
12.9848839,80.2131752,8,1041.558767
12.9848833,80.2131764,8,1041.558735
12.9848832,80.2131773,8,1041.558738
12.9848834,80.213178,8,1041.558763
12.984882,80.2131781,8,1041.558652
12.9848809,80.2131771,8,1041.558551
12.9848801,80.2131778,8,1041.558496
12.9848783,80.2131802,8,1041.558383
12.9849247,80.2132212,62,1041.562637
12.9849238,80.2132451,133,1041.562875
12.9849027,80.2131921,133,1041.560495
12.9849274,80.2131991,133,1041.562567
12.984934,80.2132154,133,1041.563308
12.98494,80.2132267,133,1041.563936
12.9849449,80.2132312,133,1041.564387
12.9849456,80.2132339,133,1041.564479
12.9849454,80.2132352,133,1041.564479
12.9849476,80.2132382,133,1041.564695
12.9849764,80.2132664,133,1041.567371
12.9849803,80.2132718,133,1041.567754
12.9849736,80.213272,133,1041.567219
12.9849843,80.213298,133,1041.568415
12.9849976,80.213309,133,1041.569625
12.9850139,80.2133122,133,1041.570974
12.9850163,80.2133088,133,1041.571122
12.9850099,80.2133049,133,1041.570558
12.9850032,80.2132999,133,1041.569956
12.9849974,80.2132985,133,1041.569472
12.984991,80.213296,133,1041.568927
12.9849854,80.2132896,133,1041.568394
12.9849826,80.2132876,133,1041.568144
12.9849803,80.2132852,133,1041.567928
12.9849777,80.2132808,133,1041.567662
12.9849746,80.2132773,133,1041.567368
12.9849734,80.2132772,133,1041.567271
12.9849714,80.2132809,133,1041.567158
12.9849693,80.2132812,133,1041.566994
12.9849674,80.2132773,133,1041.566791
12.984964,80.2132695,133,1041.566417
12.9849594,80.2132703,133,1041.566058
12.9849539,80.2132637,133,1041.565531
12.9849422,80.2132603,133,1041.564549
12.9849381,80.2132598,133,1041.564213
12.9849374,80.213257,133,1041.564121
12.9849417,80.2132572,133,1041.564468
12.9849481,80.2132593,133,1041.565009
12.9849489,80.213261,133,1041.565095
12.9849489,80.2132626,133,1041.565116
12.9849548,80.213268,133,1041.565659
12.9849616,80.2132696,133,1041.566226
12.9849621,80.2132683,133,1041.566249
12.9849622,80.2132721,133,1041.566306
12.9849581,80.2132788,133,1041.566064
12.9849527,80.2132779,133,1041.565619
12.9849468,80.2132753,133,1041.565112
12.9849415,80.2132784,133,1041.564728
12.9849388,80.2132774,133,1041.564498
12.9849322,80.2132809,133,1041.564014
12.9849275,80.2132838,122,1041.563675
12.984925,80.2132752,122,1041.563362
12.9849298,80.2132852,78,1041.563877
12.984942,80.2132662,130,1041.564609
12.9849584,80.2132734,130,1041.566018
12.9849657,80.2132762,130,1041.56664
12.9849769,80.2132776,130,1041.567557
12.9849839,80.2132727,130,1041.568055
12.9849852,80.2132727,130,1041.568159
12.9849813,80.21327,130,1041.567811
12.984972,80.2132647,130,1041.566996
12.9849655,80.2132607,130,1041.566423
12.9849641,80.2132595,130,1041.566295
12.9849649,80.2132633,130,1041.566408
12.9849649,80.2132738,130,1041.566545
12.9849702,80.2132832,130,1041.567092
12.9849641,80.2132928,130,1041.566727
12.9849654,80.2132941,130,1041.566849
12.9849671,80.2132952,130,1041.566999
12.9849684,80.2132949,130,1041.5671
12.9849752,80.2132982,130,1041.567688
12.9849763,80.213302,130,1041.567825
12.9849689,80.2132971,130,1041.567168
12.9849639,80.2132929,130,1041.566713
12.9849599,80.2132952,130,1041.566422
12.9849598,80.2132958,130,1041.566421
12.9849602,80.2132962,130,1041.566459
12.9849603,80.2132963,130,1041.566468
12.9849603,80.2132963,130,1041.566468
12.9849604,80.2132934,130,1041.566438
12.9849575,80.2132929,130,1041.566199
12.9849563,80.2132946,130,1041.566125
12.9849613,80.2132899,130,1041.566465
12.9849612,80.2132835,130,1041.566374
12.9849584,80.2132794,130,1041.566096
12.9849533,80.2132742,130,1041.56562
12.9849517,80.2132745,130,1041.565495
12.9849518,80.2132758,130,1041.56552
12.9849483,80.2132805,143,1041.5653
12.9849521,80.2132756,143,1041.565541
12.9849559,80.2132707,143,1041.565783
12.9849602,80.2132652,143,1041.566056
12.9849657,80.213261,143,1041.566443
12.984969,80.2132593,143,1041.566685
12.9849648,80.2132543,143,1041.566284
12.9849644,80.2132532,143,1041.566237
12.9849576,80.2132506,143,1041.565658
12.9849438,80.2132508,143,1041.564554
12.98494,80.2132496,143,1041.564233
12.984939,80.2132445,143,1041.564087
12.9849401,80.2132389,143,1041.564102
12.9849478,80.2132245,143,1041.564533
12.9849496,80.2132142,143,1041.564544
12.9849478,80.2132123,143,1041.564375
12.9849466,80.2132107,143,1041.564258
12.9849472,80.2132073,143,1041.564262
12.9849545,80.2132025,143,1041.564785
12.984963,80.2132065,143,1041.565519
12.9849669,80.2132092,143,1041.565866
12.9849771,80.2132146,143,1041.566755
12.9849802,80.2132172,143,1041.567037
12.9849801,80.2132174,143,1041.567032
12.9849865,80.2132191,143,1041.567567
12.9850013,80.2132289,143,1041.568882
12.9850033,80.2132326,143,1041.56909
12.9850067,80.2132301,143,1041.56933
12.9850135,80.2132276,143,1041.569843
12.9850217,80.2132281,143,1041.570508
12.9850214,80.2132231,143,1041.570419
12.9850201,80.2132201,143,1041.570275
12.9850095,80.2132189,143,1041.569409
12.9850037,80.2132234,143,1041.569003
12.9850054,80.2132434,143,1041.569399
12.9850036,80.2132555,143,1041.569411
12.985002,80.2132731,143,1041.569512
12.9849241,80.2132635,13,1041.563138
12.9849241,80.2132635,5,1041.563138
12.9849241,80.2132635,11,1041.563138
12.984898,80.2132526,13,1041.560903
12.98488,80.2132596,10,1041.55955
12.9848982,80.213241,9,1041.560769
12.9849089,80.213212,6,1041.56125
12.9849052,80.2131895,10,1041.560661
12.9849003,80.2131823,10,1041.560175
12.9848948,80.2131763,15,1041.559656
12.9848829,80.2131774,11,1041.558716
12.9848779,80.2131819,11,1041.558373
12.9848764,80.2131848,11,1041.55829
12.9848728,80.2131779,7,1041.557912
12.9849002,80.2131692,7,1041.559997
12.9849188,80.2131659,7,1041.561446
12.984928,80.2131649,7,1041.562171
12.9849297,80.2131737,7,1041.562422
12.9849292,80.2131759,6,1041.56241
12.9849248,80.2131844,4,1041.562167
12.9849116,80.2132188,4,1041.561555
12.9849116,80.2132188,3,1041.561555
12.9848475,80.2132255,3,1041.556501
12.9847687,80.2132315,3,1041.550258
12.9847687,80.2132315,9,1041.550258
12.9846663,80.2132606,9,1041.542422
12.9847255,80.2132792,9,1041.547412
12.9847216,80.2132878,9,1041.547211
12.9846833,80.213304,9,1041.544349
12.9846845,80.2133044,7,1041.54445
12.9846943,80.2133036,7,1041.545226
12.9847539,80.2133017,7,1041.549982
12.9848019,80.213301,7,1041.553823
12.9848204,80.2132906,7,1041.555172
12.9848727,80.2132679,7,1041.559073
12.9849122,80.2132442,5,1041.561933
12.9849185,80.2132373,5,1041.562349
12.9849199,80.2132312,8,1041.562382
12.9849198,80.2132252,7,1041.562296
12.9849155,80.2132201,7,1041.561885
12.984916,80.2132159,7,1041.561871
12.9849194,80.2132147,7,1041.562128
12.9849296,80.2132091,7,1041.562873
12.9849342,80.2132066,7,1041.56321
12.98493,80.2132128,7,1041.562953
12.9849256,80.2132193,5,1041.562685
12.9849206,80.2132252,5,1041.56236
12.984915,80.213237,5,1041.562064
12.9849156,80.2132426,7,1041.562185
12.9849192,80.2132475,7,1041.562538
12.9849232,80.2132518,10,1041.562914
12.9849238,80.2132644,10,1041.563126
12.9849288,80.213276,10,1041.563678
12.9849454,80.2132916,12,1041.565212
12.984958,80.2132933,12,1041.566245
12.9849803,80.2132994,3,1041.568113
12.9849959,80.2133003,3,1041.569376
12.9850137,80.2133017,3,1041.570821
12.9850381,80.2133006,4,1041.572764
12.9850407,80.2132985,4,1041.572946
12.9850389,80.213296,4,1041.572769
12.9850298,80.2132943,4,1041.572017
12.985027,80.213295,4,1041.571801
12.9850047,80.2133036,4,1041.570124
12.9849866,80.2133149,4,1041.568819
12.9849764,80.2133137,4,1041.567985
12.9849744,80.2133205,4,1041.567913
12.9849872,80.2133247,4,1041.568994
12.9849985,80.2133343,4,1041.570026
12.9850056,80.2133426,4,1041.570703
12.9850344,80.2133509,4,1041.573121
12.9850557,80.2133472,4,1041.574781
12.9850675,80.2133449,4,1041.575698
12.9850753,80.213338,4,1041.576234
12.9850752,80.2133315,4,1041.576142
12.9850747,80.2133254,4,1041.576022
12.985064,80.2133059,4,1041.574911
12.9850603,80.2132906,4,1041.574415
12.9850605,80.2132871,4,1041.574386
12.9850493,80.2132802,4,1041.573398
12.9850406,80.2132824,4,1041.572729
12.9850183,80.2132845,4,1041.570967
12.9850094,80.2132836,13,1041.570242
12.9850171,80.2132771,13,1041.570775
12.9850432,80.2132642,24,1041.572701
12.9850602,80.2132547,24,1041.573941
12.9850641,80.2132534,8,1041.574237
12.9850777,80.2132545,12,1041.575342
12.9850696,80.213246,13,1041.574582
12.9850703,80.213244,11,1041.574612
12.9850777,80.2132643,11,1041.57547
12.9850837,80.2132699,11,1041.576024
12.9850576,80.2132908,11,1041.574201
12.985045,80.2133037,9,1041.573358
12.9850292,80.2133053,9,1041.572112
12.9850215,80.2133075,9,1041.571522
12.9850237,80.213311,9,1041.571744
12.9850226,80.2133116,9,1041.571664
12.9850192,80.2133154,9,1041.571441
12.9850163,80.2133212,7,1041.571283
12.9850158,80.2133219,7,1041.571252
12.9850207,80.2133431,12,1041.571921
12.9849662,80.213358,14,1041.567742
12.9849668,80.213334,827,1041.567479
12.9786705,80.1989647,6324,1040.875937
12.9786806,80.1984484,14519,1040.870046
12.9786466,80.1984188,22608,1040.866935
12.9786505,80.1984229,7238,1040.867301
12.9786529,80.1984263,6886,1040.867538
12.9786594,80.198436,6886,1040.868185
12.978657,80.198421,6886,1040.867798
12.9786627,80.1984227,6886,1040.868277
12.9786655,80.1984244,10791,1040.868524
12.9786851,80.1984169,5318,1040.869998
12.9786727,80.1983887,5755,1040.868638
12.9786633,80.1983337,6538,1040.86717
12.9786581,80.1983145,6538,1040.866504
12.9786626,80.1982942,6538,1040.866602
12.9786665,80.1982725,6538,1040.866633
12.9786665,80.1982527,6538,1040.866376
12.9786551,80.198215,3269,1040.864972
12.984911,80.2131387,26,1041.560467
12.9847944,80.2133677,3,1041.554088
12.9848019,80.2133377,13,1041.5543
12.9849024,80.2132463,41,1041.561174
12.9849124,80.2131975,41,1041.561343
12.9848945,80.2131951,41,1041.559876
12.984878,80.2131815,41,1041.558376
12.9848724,80.2131813,41,1041.557924
12.9848637,80.2131773,27,1041.557174
12.984858,80.2131703,15,1041.556626
12.9848567,80.2131613,4,1041.556405
12.9848572,80.2131517,4,1041.55632
12.9848583,80.2131413,4,1041.556274
12.9848597,80.2131212,3,1041.556125
12.9848692,80.2130999,3,1041.55661
12.9848763,80.2130851,23,1041.556988
12.9848818,80.2130627,28,1041.557138
12.9848884,80.213023,28,1041.557152
12.9849042,80.2129918,34,1041.558014
12.9849161,80.2129799,5,1041.558814
12.9849449,80.2129692,5,1041.560985
12.9849801,80.2129634,5,1041.563734
12.9849976,80.2129626,5,1041.565127
12.9850096,80.2129633,5,1041.566098
12.9850229,80.212964,11,1041.567174
12.9850365,80.212964,17,1041.568265
12.9850504,80.2129654,21,1041.569398
12.9850767,80.21297,31,1041.571568
12.9850749,80.2129681,40,1041.571399
12.9850908,80.2129676,40,1041.572668
12.9850982,80.2129699,31,1041.573291
12.9851079,80.2129719,31,1041.574095
12.9851188,80.2129745,31,1041.575003
12.985128,80.2129837,31,1041.575861
12.9851086,80.212985,31,1041.574321
12.9851056,80.2129874,31,1041.574112
12.9851028,80.2129647,31,1041.573593
12.9851159,80.2129513,18,1041.574469
12.985106,80.2129458,14,1041.573604
12.9850979,80.2129413,14,1041.572896
12.9850931,80.2129325,3,1041.572396
12.9850709,80.2129232,3,1041.570495
12.9850616,80.2129091,3,1041.569566
12.9850606,80.2129033,6,1041.56941
12.9850538,80.212904,4,1041.568874
12.9850307,80.212899,14,1041.566956
12.9850166,80.2128976,18,1041.565807
12.9850005,80.2128974,27,1041.564513
12.984983,80.2128982,33,1041.56312
12.9849727,80.2129009,40,1041.562328
12.9849755,80.2129112,40,1041.562687
12.9849799,80.2129195,34,1041.563147
12.9849828,80.212927,18,1041.563477
12.9849857,80.2129427,6,1041.563914
12.9849836,80.2129633,4,1041.564013
12.9849845,80.2129739,4,1041.564223
12.9849835,80.2129896,5,1041.564346
12.9849821,80.2130014,10,1041.564387
12.9849819,80.2130125,16,1041.564515
12.9849859,80.2130248,33,1041.564996
12.9849894,80.2130349,40,1041.565408
12.9849921,80.2130626,3,1041.565984
12.9849917,80.2130817,27,1041.5662
12.984992,80.213109,20,1041.566579
12.9849957,80.2131351,14,1041.567214
12.9849961,80.2131558,9,1041.567515
12.9849969,80.2131683,3,1041.567742
12.9849955,80.2131802,3,1041.567784
12.9849871,80.213196,3,1041.567315
12.9849816,80.2132115,3,1041.567075
12.9849778,80.2132277,3,1041.566981
12.984977,80.2132422,3,1041.567105
12.9849784,80.2132586,3,1041.56743
12.9849759,80.2132562,8,1041.567199
12.984969,80.2132567,8,1041.566652
12.9849657,80.2132558,10,1041.566375
12.9849638,80.2132554,10,1041.566218
12.9849619,80.2132523,10,1041.566025
12.9849651,80.213249,59,1041.566239
12.9849724,80.2132453,34,1041.566776
12.9849767,80.2132428,53,1041.567089
12.9849853,80.213245,36,1041.567807
12.9849866,80.2132484,63,1041.567956
12.9849887,80.2132511,127,1041.568159
12.984995,80.2132562,3,1041.568731
12.9849988,80.2132589,3,1041.569071
12.9850041,80.2132575,8,1041.569478
12.985014,80.2132436,6,1041.570091
12.9850182,80.21324,5,1041.570381
12.9850188,80.2132401,5,1041.570431
12.9850213,80.2132463,21,1041.570712
